Votado| B| CLAIM| NA| NA| 0
en| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
calle| O| NA| NA| NA| 0
:| O| NA| NA| NA| 0
¿| O| NA| NA| NA| 0
Cuantas| O| NA| NA| NA| 0
veces| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
su| O| NA| NA| NA| 0
vida| O| NA| NA| NA| 0
ha| O| NA| NA| NA| 0
visto| O| NA| NA| NA| 0
usted| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
un| O| NA| NA| NA| 0
humano| O| NA| NA| NA| 0
vomitando| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
orinando| O| NA| NA| NA| 0
o| O| NA| NA| NA| 0
incluso| O| NA| NA| NA| 0
cagando| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
calle| O| NA| NA| NA| 0
?| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
un| O| NA| NA| NA| 0
perro| O| NA| NA| NA| 0
?| O| NA| NA| NA| 0
¿| O| NA| NA| NA| 0
cuantas| O| NA| NA| NA| 0
veces| O| NA| NA| NA| 0
?| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

En| O| NA| NA| NA| 0
Las| O| NA| NA| NA| 0
Palmas| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
Gran| O| NA| NA| NA| 0
Canaria| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
obligatorio| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
dueños| O| NA| NA| NA| 0
lleven| O| NA| NA| NA| 0
una| O| NA| NA| NA| 0
botellita| O| NA| NA| NA| 0
con| O| NA| NA| NA| 0
agua| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
jabón| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
lejía| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
limpiar| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
orina| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
gente| O| NA| NA| NA| 0
lo| O| NA| NA| NA| 0
respeta| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

El| B| PREMISE| NA| NA| 0
uso| I| PREMISE| NA| NA| 0
de| I| PREMISE| NA| NA| 0
la| I| PREMISE| NA| NA| 0
bicicleta| I| PREMISE| NA| NA| 0
,| I| PREMISE| NA| NA| 0
no| I| PREMISE| NA| NA| 0
tiene| I| PREMISE| NA| NA| 0
que| I| PREMISE| NA| NA| 0
conllevar| I| PREMISE| NA| NA| 0
un| I| PREMISE| NA| NA| 0
perjuicio| I| PREMISE| NA| NA| 0
para| I| PREMISE| NA| NA| 0
el| I| PREMISE| NA| NA| 0
peatón| I| PREMISE| NA| NA| 0
.| O| NA| NA| NA| 0
La| B| PREMISE| EXPLANATION| SUPPORT| -1
bicicleta| I| PREMISE| EXPLANATION| SUPPORT| -1
es| I| PREMISE| EXPLANATION| SUPPORT| -1
un| I| PREMISE| EXPLANATION| SUPPORT| -1
medio| I| PREMISE| EXPLANATION| SUPPORT| -1
de| I| PREMISE| EXPLANATION| SUPPORT| -1
transporte| I| PREMISE| EXPLANATION| SUPPORT| -1
más| I| PREMISE| EXPLANATION| SUPPORT| -1
,| I| PREMISE| EXPLANATION| SUPPORT| -1
muy| I| PREMISE| EXPLANATION| SUPPORT| -1
útil| I| PREMISE| EXPLANATION| SUPPORT| -1
en| I| PREMISE| EXPLANATION| SUPPORT| -1
la| I| PREMISE| EXPLANATION| SUPPORT| -1
ciudad| I| PREMISE| EXPLANATION| SUPPORT| -1
de| I| PREMISE| EXPLANATION| SUPPORT| -1
Madrid| I| PREMISE| EXPLANATION| SUPPORT| -1
,| I| PREMISE| EXPLANATION| SUPPORT| -1
y| I| PREMISE| EXPLANATION| SUPPORT| -1
puede| I| PREMISE| EXPLANATION| SUPPORT| -1
sustituir| I| PREMISE| EXPLANATION| SUPPORT| -1
al| I| PREMISE| EXPLANATION| SUPPORT| -1
coche| I| PREMISE| EXPLANATION| SUPPORT| -1
como| I| PREMISE| EXPLANATION| SUPPORT| -1
opción| I| PREMISE| EXPLANATION| SUPPORT| -1
para| I| PREMISE| EXPLANATION| SUPPORT| -1
moverse| I| PREMISE| EXPLANATION| SUPPORT| -1
dentro| I| PREMISE| EXPLANATION| SUPPORT| -1
de| I| PREMISE| EXPLANATION| SUPPORT| -1
la| I| PREMISE| EXPLANATION| SUPPORT| -1
ciudad| I| PREMISE| EXPLANATION| SUPPORT| -1
.| O| NA| NA| NA| 0

Realista| B| CLAIM| NA| NA| 0
es| I| CLAIM| NA| NA| 0
salir| I| CLAIM| NA| NA| 0
a| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
calle| I| CLAIM| NA| NA| 0
y| I| CLAIM| NA| NA| 0
ver| I| CLAIM| NA| NA| 0
tanta| I| CLAIM| NA| NA| 0
suciedad| I| CLAIM| NA| NA| 0
y| I| CLAIM| NA| NA| 0
pensar| I| CLAIM| NA| NA| 0
dónde| I| CLAIM| NA| NA| 0
vas| I| CLAIM| NA| NA| 0
nuestros| I| CLAIM| NA| NA| 0
impuestos| I| CLAIM| NA| NA| 0
¿| B| PREMISE| REASON| SUPPORT| -1
hasta| I| PREMISE| REASON| SUPPORT| -1
cuándo| I| PREMISE| REASON| SUPPORT| -1
hay| I| PREMISE| REASON| SUPPORT| -1
que| I| PREMISE| REASON| SUPPORT| -1
tener| I| PREMISE| REASON| SUPPORT| -1
paciencia| I| PREMISE| REASON| SUPPORT| -1
?| I| PREMISE| REASON| SUPPORT| -1
porque| O| NA| NA| NA| 0
ya| B| PREMISE| REASON| SUPPORT| -2
llevamos| I| PREMISE| REASON| SUPPORT| -2
tiempo| I| PREMISE| REASON| SUPPORT| -2
y| I| PREMISE| REASON| SUPPORT| -2
con| I| PREMISE| REASON| SUPPORT| -2
el| I| PREMISE| REASON| SUPPORT| -2
nuevo| I| PREMISE| REASON| SUPPORT| -2
gobierno| I| PREMISE| REASON| SUPPORT| -2
nos| I| PREMISE| REASON| SUPPORT| -2
gustaría| I| PREMISE| REASON| SUPPORT| -2
empezar| I| PREMISE| REASON| SUPPORT| -2
a| I| PREMISE| REASON| SUPPORT| -2
ver| I| PREMISE| REASON| SUPPORT| -2
resultados| I| PREMISE| REASON| SUPPORT| -2
.| O| NA| NA| NA| 0

Una| B| CLAIM| NA| NA| 0
opción| I| CLAIM| NA| NA| 0
muy| I| CLAIM| NA| NA| 0
buena| I| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
no| I| CLAIM| NA| NA| 0
generaría| I| CLAIM| NA| NA| 0
peligros| I| CLAIM| NA| NA| 0
en| I| CLAIM| NA| NA| 0
las| I| CLAIM| NA| NA| 0
intersecciones| I| CLAIM| NA| NA| 0
sería| I| CLAIM| NA| NA| 0
limitar| I| CLAIM| NA| NA| 0
el| I| CLAIM| NA| NA| 0
uso| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
los| I| CLAIM| NA| NA| 0
laterales| I| CLAIM| NA| NA| 0
a| I| CLAIM| NA| NA| 0
bicicletas| I| CLAIM| NA| NA| 0
permitiendo| B| CLAIM| EXPLANATION| SUPPORT| -1
el| I| CLAIM| EXPLANATION| SUPPORT| -1
paso| I| CLAIM| EXPLANATION| SUPPORT| -1
a| I| CLAIM| EXPLANATION| SUPPORT| -1
coches| I| CLAIM| EXPLANATION| SUPPORT| -1
sólo| I| CLAIM| EXPLANATION| SUPPORT| -1
para| I| CLAIM| EXPLANATION| SUPPORT| -1
aparcamientos| I| CLAIM| EXPLANATION| SUPPORT| -1
.| O| NA| NA| NA| 0

Si| O| NA| NA| NA| 0
porque| O| NA| NA| NA| 0
los| B| PREMISE| REASON| SUPPORT| 1
carteles| I| PREMISE| REASON| SUPPORT| 1
nuevos| I| PREMISE| REASON| SUPPORT| 1
que| I| PREMISE| REASON| SUPPORT| 1
han| I| PREMISE| REASON| SUPPORT| 1
puesto| I| PREMISE| REASON| SUPPORT| 1
no| I| PREMISE| REASON| SUPPORT| 1
son| I| PREMISE| REASON| SUPPORT| 1
muy| I| PREMISE| REASON| SUPPORT| 1
eficaces| I| PREMISE| REASON| SUPPORT| 1
.| I| PREMISE| REASON| SUPPORT| 1
Al| I| PREMISE| REASON| SUPPORT| 1
menos| I| PREMISE| REASON| SUPPORT| 1
en| I| PREMISE| REASON| SUPPORT| 1
mi| I| PREMISE| REASON| SUPPORT| 1
barrio| I| PREMISE| REASON| SUPPORT| 1
en| I| PREMISE| REASON| SUPPORT| 1
usera| I| PREMISE| REASON| SUPPORT| 1
.| O| NA| NA| NA| 0
Se| B| CLAIM| NA| NA| 0
debería| I| CLAIM| NA| NA| 0
realizar| I| CLAIM| NA| NA| 0
un| I| CLAIM| NA| NA| 0
estudio| I| CLAIM| NA| NA| 0
para| I| CLAIM| NA| NA| 0
ver| I| CLAIM| NA| NA| 0
si| I| CLAIM| NA| NA| 0
esos| I| CLAIM| NA| NA| 0
carteles| I| CLAIM| NA| NA| 0
realmente| I| CLAIM| NA| NA| 0
redujeron| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
basura| I| CLAIM| NA| NA| 0
en| I| CLAIM| NA| NA| 0
las| I| CLAIM| NA| NA| 0
zonas| I| CLAIM| NA| NA| 0
donde| I| CLAIM| NA| NA| 0
los| I| CLAIM| NA| NA| 0
pusieron| I| CLAIM| NA| NA| 0
o| I| CLAIM| NA| NA| 0
sólo| I| CLAIM| NA| NA| 0
sirvieron| I| CLAIM| NA| NA| 0
para| I| CLAIM| NA| NA| 0
gastar| I| CLAIM| NA| NA| 0
dinero| I| CLAIM| NA| NA| 0
en| I| CLAIM| NA| NA| 0
unos| I| CLAIM| NA| NA| 0
cartelitos| I| CLAIM| NA| NA| 0
muy| I| CLAIM| NA| NA| 0
bonitos| I| CLAIM| NA| NA| 0
pero| O| NA| NA| NA| 0
no| B| PREMISE| OPPOSITION| ATTACK| -1
tengo| I| PREMISE| OPPOSITION| ATTACK| -1
la| I| PREMISE| OPPOSITION| ATTACK| -1
certeza| I| PREMISE| OPPOSITION| ATTACK| -1
de| I| PREMISE| OPPOSITION| ATTACK| -1
que| I| PREMISE| OPPOSITION| ATTACK| -1
sirvan| I| PREMISE| OPPOSITION| ATTACK| -1
para| I| PREMISE| OPPOSITION| ATTACK| -1
algo| I| PREMISE| OPPOSITION| ATTACK| -1
.| O| NA| NA| NA| 0
Y| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
pruebas| O| NA| NA| NA| 0
me| O| NA| NA| NA| 0
remito| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Mi| O| NA| NA| NA| 0
barrio| O| NA| NA| NA| 0
está| O| NA| NA| NA| 0
sucio| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Recorro| B| CLAIM| NA| NA| 0
diaramente| I| CLAIM| NA| NA| 0
este| I| CLAIM| NA| NA| 0
eje| I| CLAIM| NA| NA| 0
desde| I| CLAIM| NA| NA| 0
Atocha| I| CLAIM| NA| NA| 0
hasta| I| CLAIM| NA| NA| 0
el| I| CLAIM| NA| NA| 0
nudo| I| CLAIM| NA| NA| 0
norte| I| CLAIM| NA| NA| 0
y| I| CLAIM| NA| NA| 0
no| I| CLAIM| NA| NA| 0
veo| I| CLAIM| NA| NA| 0
necesaria| I| CLAIM| NA| NA| 0
dicha| I| CLAIM| NA| NA| 0
intervención| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0
Mucho| B| PREMISE| CONCLUSION| SUPPORT| -1
menos| I| PREMISE| CONCLUSION| SUPPORT| -1
restando| I| PREMISE| CONCLUSION| SUPPORT| -1
espacio| I| PREMISE| CONCLUSION| SUPPORT| -1
a| I| PREMISE| CONCLUSION| SUPPORT| -1
los| I| PREMISE| CONCLUSION| SUPPORT| -1
peatones| I| PREMISE| CONCLUSION| SUPPORT| -1
.| O| NA| NA| NA| 0
Madrid| O| NA| NA| NA| 0
debe| O| NA| NA| NA| 0
volver| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
ser| O| NA| NA| NA| 0
una| O| NA| NA| NA| 0
ciudad| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
personas| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
coches| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Estoy| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
contra| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
segregación| O| NA| NA| NA| 0
del| O| NA| NA| NA| 0
tráfico| O| NA| NA| NA| 0
ciclista| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
empezar| O| NA| NA| NA| 0
porque| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
inseguro| O| NA| NA| NA| 0
circular| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
Castellana| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
menos| O| NA| NA| NA| 0
aún| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
carriles| O| NA| NA| NA| 0
30| O| NA| NA| NA| 0
El| O| NA| NA| NA| 0
verdadero| O| NA| NA| NA| 0
peligro| O| NA| NA| NA| 0
está| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
carriles| O| NA| NA| NA| 0
segregados| O| NA| NA| NA| 0
del| O| NA| NA| NA| 0
autobús| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
usan| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
motoristas| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
cómo| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
giros| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
coches| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
ven| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
llevan| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
delante| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Es| O| NA| NA| NA| 0
cierto| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
hay| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
facilitar| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
tráfico| O| NA| NA| NA| 0
ciclista| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
pero| O| NA| NA| NA| 0
calmando| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
tráfico| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
reduciendo| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
velocidad| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
dejando| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
bicicletas| O| NA| NA| NA| 0
salgan| O| NA| NA| NA| 0
primero| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
semáforos| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
educando| O| NA| NA| NA| 0
al| O| NA| NA| NA| 0
resto| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
usuarios| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Si| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
separa| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
ciclistas| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
vías| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
les| O| NA| NA| NA| 0
desligitima| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
conductores| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
van| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
esperar| O| NA| NA| NA| 0
ni| O| NA| NA| NA| 0
van| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
anticipar| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
presencia| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
ciclistas| O| NA| NA| NA| 0
fuera| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
carriles| O| NA| NA| NA| 0
bicicleta| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
lo| O| NA| NA| NA| 0
sí| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
aumentará| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
peligro| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Por| O| NA| NA| NA| 0
favor| O| NA| NA| NA| 0
apoya| O| NA| NA| NA| 0
esta| O| NA| NA| NA| 0
propuesta| O| NA| NA| NA| 0
:| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Estoy| B| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
acuerdo| I| CLAIM| NA| NA| 0
pero| B| PREMISE| OPPOSITION| ATTACK| -1
Creo| I| PREMISE| OPPOSITION| ATTACK| -1
que| I| PREMISE| OPPOSITION| ATTACK| -1
la| I| PREMISE| OPPOSITION| ATTACK| -1
solución| I| PREMISE| OPPOSITION| ATTACK| -1
que| I| PREMISE| OPPOSITION| ATTACK| -1
das| I| PREMISE| OPPOSITION| ATTACK| -1
es| I| PREMISE| OPPOSITION| ATTACK| -1
muy| I| PREMISE| OPPOSITION| ATTACK| -1
cara| I| PREMISE| OPPOSITION| ATTACK| -1
aquí| O| NA| NA| NA| 0
dejo| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
mía| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Lógico| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
odien| O| NA| NA| NA| 0
carriles| O| NA| NA| NA| 0
bicicleta| O| NA| NA| NA| 0
si| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
hay| O| NA| NA| NA| 0
son| O| NA| NA| NA| 0
como| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
general| O| NA| NA| NA| 0
Ricardos| O| NA| NA| NA| 0
o| O| NA| NA| NA| 0
garcía| O| NA| NA| NA| 0
noblejas| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
yo| O| NA| NA| NA| 0
si| O| NA| NA| NA| 0
paso| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
esas| O| NA| NA| NA| 0
zonas| O| NA| NA| NA| 0
tampoco| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
utilizo| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
voy| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
carretera| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Insisto| O| NA| NA| NA| 0
si| O| NA| NA| NA| 0
has| O| NA| NA| NA| 0
visitado| O| NA| NA| NA| 0
Barcelona| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
ejemplo| O| NA| NA| NA| 0
verás| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
gente| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
mueve| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
carriles| O| NA| NA| NA| 0
bicicleta| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
hay| O| NA| NA| NA| 0
ningún| O| NA| NA| NA| 0
problema| O| NA| NA| NA| 0
ni| O| NA| NA| NA| 0
peligro| O| NA| NA| NA| 0
con| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
tráfico| O| NA| NA| NA| 0
100| O| NA| NA| NA| 0
urbano| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
100| O| NA| NA| NA| 0
seguro| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Se| O| NA| NA| NA| 0
han| O| NA| NA| NA| 0
enviado| O| NA| NA| NA| 0
soluciones| O| NA| NA| NA| 0
técnicas| O| NA| NA| NA| 0
al| O| NA| NA| NA| 0
Ayuntamiento| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
desarrollar| O| NA| NA| NA| 0
esta| O| NA| NA| NA| 0
propuesta| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Parece| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
podría| O| NA| NA| NA| 0
haber| O| NA| NA| NA| 0
obras| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
2016| O| NA| NA| NA| 0
Más| O| NA| NA| NA| 0
detalles| O| NA| NA| NA| 0
:| O| NA| NA| NA| 0
http| O| NA| NA| NA| 0
:| O| NA| NA| NA| 0
//www| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
EnbiciporMadrid| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Es/2015/11| O| NA| NA| NA| 0
/| O| NA| NA| NA| 0
un-itinerario-ciclista-en-el-eje-prado| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Html| O| NA| NA| NA| 0
?| O| NA| NA| NA| 0
m=0| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Pero| O| NA| NA| NA| 0
estos| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
están| O| NA| NA| NA| 0
gobernando| O| NA| NA| NA| 0
¿| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
presentaron| O| NA| NA| NA| 0
con| O| NA| NA| NA| 0
un| O| NA| NA| NA| 0
programa| O| NA| NA| NA| 0
electoral| O| NA| NA| NA| 0
?| O| NA| NA| NA| 0
Cúmplanlo| O| NA| NA| NA| 0
o| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
tenían| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
lo| O| NA| NA| NA| 0
están| O| NA| NA| NA| 0
haciendo| O| NA| NA| NA| 0
ahora| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

El| O| NA| NA| NA| 0
Ayuntamiento| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
Madrid| O| NA| NA| NA| 0
invertirá| O| NA| NA| NA| 0
más| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
40| O| NA| NA| NA| 0
millones| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
completar| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
red| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
ciclo-carriles| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Para| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
carriles| O| NA| NA| NA| 0
bicicleta| O| NA| NA| NA| 0
sean| O| NA| NA| NA| 0
extensivos| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
todo| O| NA| NA| NA| 0
Madrid| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Pero| O| NA| NA| NA| 0
si| B| CLAIM| NA| NA| 0
esto| I| CLAIM| NA| NA| 0
está| I| CLAIM| NA| NA| 0
ya| I| CLAIM| NA| NA| 0
en| I| CLAIM| NA| NA| 0
el| I| CLAIM| NA| NA| 0
programa| I| CLAIM| NA| NA| 0
y| O| NA| NA| NA| 0
es| B| CLAIM| NA| NA| 0
una| I| CLAIM| NA| NA| 0
prioridad| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0

Casi| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
casi| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
apoyaria| O| NA| NA| NA| 0
lo| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
dice| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
este| O| NA| NA| NA| 0
comentario| O| NA| NA| NA| 0
pero| O| NA| NA| NA| 0
mi| O| NA| NA| NA| 0
experiencia| O| NA| NA| NA| 0
me| O| NA| NA| NA| 0
hace| O| NA| NA| NA| 0
creer| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
algunos| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
dueños| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
perros| O| NA| NA| NA| 0
sacan| O| NA| NA| NA| 0
sus| O| NA| NA| NA| 0
mascotas| O| NA| NA| NA| 0
solo| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
exclusivamene| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
ensuciar| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
calle| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
sacan| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
pasear| O| NA| NA| NA| 0
ni| O| NA| NA| NA| 0
ejercitarse| O| NA| NA| NA| 0
;| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
sacan| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
solializar| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Solo| O| NA| NA| NA| 0
así| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
explica| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
cantidad| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
deposiciones| O| NA| NA| NA| 0
sin| O| NA| NA| NA| 0
recoger| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
vemos| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
calles| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
Madrid| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Detrás| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
cada| O| NA| NA| NA| 0
una| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
ellas| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
hay| O| NA| NA| NA| 0
un| O| NA| NA| NA| 0
perro| O| NA| NA| NA| 0
;| O| NA| NA| NA| 0
hay| O| NA| NA| NA| 0
un| O| NA| NA| NA| 0
humano| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
comporta| O| NA| NA| NA| 0
como| O| NA| NA| NA| 0
un| O| NA| NA| NA| 0
cerdo| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Y| O| NA| NA| NA| 0
atención| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
extraño| O| NA| NA| NA| 0
ver| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
parques| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
calles| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
Madrid| O| NA| NA| NA| 0
bolsitas| O| NA| NA| NA| 0
verdes| O| NA| NA| NA| 0
cerradas| O| NA| NA| NA| 0
supongo| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
