Limpiar| B| MAJOR_CLAIM| NA| NA| 0
lo| I| CLAIM| NA| NA| 0
voy| I| CLAIM| NA| NA| 0
a| I| CLAIM| NA| NA| 0
aguantar| I| CLAIM| NA| NA| 0
también| I| CLAIM| NA| NA| 0
en| I| CLAIM| NA| NA| 0
internet| I| CLAIM| NA| NA| 0
,| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
lo| O| NA| NA| NA| 0
tanto| O| NA| NA| NA| 0
creo| B| PREMISE| RESULT| SUPPORT| -1
que| I| PREMISE| RESULT| SUPPORT| -1
este| I| PREMISE| RESULT| SUPPORT| -1
tampoco| I| PREMISE| RESULT| SUPPORT| -1
es| I| PREMISE| RESULT| SUPPORT| -1
el| I| PREMISE| RESULT| SUPPORT| -1
lugar| I| PREMISE| RESULT| SUPPORT| -1
apropiado| I| PREMISE| RESULT| SUPPORT| -1
para| I| PREMISE| RESULT| SUPPORT| -1
ti| I| PREMISE| RESULT| SUPPORT| -1
,| I| PREMISE| RESULT| SUPPORT| -1
dedícate| I| PREMISE| RESULT| SUPPORT| -1
a| I| PREMISE| RESULT| SUPPORT| -1
repartir| I| PREMISE| RESULT| SUPPORT| -1
publicidad| I| PREMISE| RESULT| SUPPORT| -1
del| I| PREMISE| RESULT| SUPPORT| -1
telepizza| I| PREMISE| RESULT| SUPPORT| -1
,| I| PREMISE| RESULT| SUPPORT| -1
eres| I| PREMISE| RESULT| SUPPORT| -1
tan| I| PREMISE| RESULT| SUPPORT| -1
cansino| I| PREMISE| RESULT| SUPPORT| -1
que| I| PREMISE| RESULT| SUPPORT| -1
se| I| PREMISE| RESULT| SUPPORT| -1
te| I| PREMISE| RESULT| SUPPORT| -1
dará| I| PREMISE| RESULT| SUPPORT| -1
bien| I| PREMISE| RESULT| SUPPORT| -1
.| O| NA| NA| NA| 0
Me| B| CLAIM| NA| NA| 0
has| I| CLAIM| NA| NA| 0
dicho| I| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
me| I| CLAIM| NA| NA| 0
ahorrara| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
respuesta| I| CLAIM| NA| NA| 0
,| O| NA| NA| NA| 0
pero| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
¿| B| PREMISE| OPPOSITION| ATTACK| -1
Cómo| I| PREMISE| OPPOSITION| ATTACK| -1
iba| I| PREMISE| OPPOSITION| ATTACK| -1
a| I| PREMISE| OPPOSITION| ATTACK| -1
dejar| I| PREMISE| OPPOSITION| ATTACK| -1
de| I| PREMISE| OPPOSITION| ATTACK| -1
brindarte| I| PREMISE| OPPOSITION| ATTACK| -1
la| I| PREMISE| OPPOSITION| ATTACK| -1
oportunidad| I| PREMISE| OPPOSITION| ATTACK| -1
de| I| PREMISE| OPPOSITION| ATTACK| -1
leer| I| PREMISE| OPPOSITION| ATTACK| -1
mis| I| PREMISE| OPPOSITION| ATTACK| -1
palabras| I| PREMISE| OPPOSITION| ATTACK| -1
?| I| PREMISE| OPPOSITION| ATTACK| -1
Asi| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
puedes| B| PREMISE| OPPOSITION| ATTACK| -2
imprimir| I| PREMISE| OPPOSITION| ATTACK| -2
también| I| PREMISE| OPPOSITION| ATTACK| -2
este| I| PREMISE| OPPOSITION| ATTACK| -2
,| I| PREMISE| OPPOSITION| ATTACK| -2
y| I| PREMISE| OPPOSITION| ATTACK| -2
metértelo| I| PREMISE| OPPOSITION| ATTACK| -2
por| I| PREMISE| OPPOSITION| ATTACK| -2
donde| I| PREMISE| OPPOSITION| ATTACK| -2
el| I| PREMISE| OPPOSITION| ATTACK| -2
anterior| I| PREMISE| OPPOSITION| ATTACK| -2
,| I| PREMISE| OPPOSITION| ATTACK| -2
que| I| PREMISE| OPPOSITION| ATTACK| -2
se| I| PREMISE| OPPOSITION| ATTACK| -2
que| I| PREMISE| OPPOSITION| ATTACK| -2
te| I| PREMISE| OPPOSITION| ATTACK| -2
hace| I| PREMISE| OPPOSITION| ATTACK| -2
ilusión| I| PREMISE| OPPOSITION| ATTACK| -2
.| O| NA| NA| NA| 0
A| O| NA| NA| NA| 0
diferencia| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
ti| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
me| B| CLAIM| NA| NA| 0
gustaría| I| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
me| I| CLAIM| NA| NA| 0
contestaras| I| CLAIM| NA| NA| 0
,| O| NA| NA| NA| 0
pero| O| NA| NA| NA| 0
en| B| PREMISE| OPPOSITION| ATTACK| -1
caso| I| PREMISE| OPPOSITION| ATTACK| -1
contrario| I| PREMISE| OPPOSITION| ATTACK| -1
supongo| I| PREMISE| OPPOSITION| ATTACK| -1
que| I| PREMISE| OPPOSITION| ATTACK| -1
estarás| I| PREMISE| OPPOSITION| ATTACK| -1
liado| I| PREMISE| OPPOSITION| ATTACK| -1
en| I| PREMISE| OPPOSITION| ATTACK| -1
el| I| PREMISE| OPPOSITION| ATTACK| -1
baño| I| PREMISE| OPPOSITION| ATTACK| -1
,| I| PREMISE| OPPOSITION| ATTACK| -1
o| I| PREMISE| OPPOSITION| ATTACK| -1
en| I| PREMISE| OPPOSITION| ATTACK| -1
la| I| PREMISE| OPPOSITION| ATTACK| -1
calle| I| PREMISE| OPPOSITION| ATTACK| -1
buscanco| I| PREMISE| OPPOSITION| ATTACK| -1
heces| I| PREMISE| OPPOSITION| ATTACK| -1
.| O| NA| NA| NA| 0
Buena| O| NA| NA| NA| 0
suerte| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Madrid| B| CLAIM| NA| NA| 0
está| I| CLAIM| NA| NA| 0
cada| I| CLAIM| NA| NA| 0
vez| I| CLAIM| NA| NA| 0
más| I| CLAIM| NA| NA| 0
sucio| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0
Yo| B| CLAIM| NA| NA| 0
creía| I| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
nueva| I| CLAIM| NA| NA| 0
alcaldesa| I| CLAIM| NA| NA| 0
lo| I| CLAIM| NA| NA| 0
arreglaría| I| CLAIM| NA| NA| 0
y| O| NA| NA| NA| 0
sin| O| NA| NA| NA| 0
embargo| O| NA| NA| NA| 0
está| B| PREMISE| OPPOSITION| ATTACK| -1
peor| I| PREMISE| OPPOSITION| ATTACK| -1
que| I| PREMISE| OPPOSITION| ATTACK| -1
nunca| I| PREMISE| OPPOSITION| ATTACK| -1
.| O| NA| NA| NA| 0
Esto| B| CLAIM| NA| NA| 0
no| I| CLAIM| NA| NA| 0
es| I| CLAIM| NA| NA| 0
una| I| CLAIM| NA| NA| 0
propuesta| I| CLAIM| NA| NA| 0
nueva| I| CLAIM| NA| NA| 0
sino| I| CLAIM| NA| NA| 0
un| I| CLAIM| NA| NA| 0
deber| I| CLAIM| NA| NA| 0
incumplido| I| CLAIM| NA| NA| 0
y| O| NA| NA| NA| 0
como| O| NA| NA| NA| 0
tal| O| NA| NA| NA| 0
no| B| PREMISE| RESULT| SUPPORT| -1
debería| I| PREMISE| RESULT| SUPPORT| -1
estar| I| PREMISE| RESULT| SUPPORT| -1
aquí| I| PREMISE| RESULT| SUPPORT| -1
,| I| PREMISE| RESULT| SUPPORT| -1
sino| I| PREMISE| RESULT| SUPPORT| -1
en| I| PREMISE| RESULT| SUPPORT| -1
el| I| PREMISE| RESULT| SUPPORT| -1
buzón| I| PREMISE| RESULT| SUPPORT| -1
de| I| PREMISE| RESULT| SUPPORT| -1
quejas| I| PREMISE| RESULT| SUPPORT| -1
y| I| PREMISE| RESULT| SUPPORT| -1
reclamaciones| I| PREMISE| RESULT| SUPPORT| -1
.| O| NA| NA| NA| 0

Como| O| NA| NA| NA| 0
nos| O| NA| NA| NA| 0
gusta| O| NA| NA| NA| 0
exigir| O| NA| NA| NA| 0
!| O| NA| NA| NA| 0
Es| B| PREMISE| EXEMPLIFICATION| SUPPORT| 1
como| I| PREMISE| EXEMPLIFICATION| SUPPORT| 1
tener| I| PREMISE| EXEMPLIFICATION| SUPPORT| 1
un| I| PREMISE| EXEMPLIFICATION| SUPPORT| 1
hijo| I| PREMISE| EXEMPLIFICATION| SUPPORT| 1
y| I| PREMISE| EXEMPLIFICATION| SUPPORT| 1
a| I| PREMISE| EXEMPLIFICATION| SUPPORT| 1
los| I| PREMISE| EXEMPLIFICATION| SUPPORT| 1
3| I| PREMISE| EXEMPLIFICATION| SUPPORT| 1
días| I| PREMISE| EXEMPLIFICATION| SUPPORT| 1
de| I| PREMISE| EXEMPLIFICATION| SUPPORT| 1
colegio| I| PREMISE| EXEMPLIFICATION| SUPPORT| 1
ya| I| PREMISE| EXEMPLIFICATION| SUPPORT| 1
le| I| PREMISE| EXEMPLIFICATION| SUPPORT| 1
exigimos| I| PREMISE| EXEMPLIFICATION| SUPPORT| 1
que| I| PREMISE| EXEMPLIFICATION| SUPPORT| 1
nos| I| PREMISE| EXEMPLIFICATION| SUPPORT| 1
traiga| I| PREMISE| EXEMPLIFICATION| SUPPORT| 1
las| I| PREMISE| EXEMPLIFICATION| SUPPORT| 1
notas| I| PREMISE| EXEMPLIFICATION| SUPPORT| 1
con| I| PREMISE| EXEMPLIFICATION| SUPPORT| 1
un| I| PREMISE| EXEMPLIFICATION| SUPPORT| 1
10| I| PREMISE| EXEMPLIFICATION| SUPPORT| 1
Seamos| B| CLAIM| NA| NA| 0
sensatos| I| CLAIM| NA| NA| 0
,| O| NA| NA| NA| 0
la| B| PREMISE| REASON| SUPPORT| -1
culpa| I| PREMISE| REASON| SUPPORT| -1
no| I| PREMISE| REASON| SUPPORT| -1
es| I| PREMISE| REASON| SUPPORT| -1
del| I| PREMISE| REASON| SUPPORT| -1
nuevo| I| PREMISE| REASON| SUPPORT| -1
gobierno| I| PREMISE| REASON| SUPPORT| -1
,| O| NA| NA| NA| 0
sino| B| PREMISE| ALTERNATIVE| ATTACK| -1
del| I| PREMISE| ALTERNATIVE| ATTACK| -1
anterior| I| PREMISE| ALTERNATIVE| ATTACK| -1
y| I| PREMISE| ALTERNATIVE| ATTACK| -1
su| I| PREMISE| ALTERNATIVE| ATTACK| -1
política| I| PREMISE| ALTERNATIVE| ATTACK| -1
de| I| PREMISE| ALTERNATIVE| ATTACK| -1
privatización| I| PREMISE| ALTERNATIVE| ATTACK| -1
de| I| PREMISE| ALTERNATIVE| ATTACK| -1
servicios| I| PREMISE| ALTERNATIVE| ATTACK| -1
a| I| PREMISE| ALTERNATIVE| ATTACK| -1
través| I| PREMISE| ALTERNATIVE| ATTACK| -1
de| I| PREMISE| ALTERNATIVE| ATTACK| -1
un| I| PREMISE| ALTERNATIVE| ATTACK| -1
contrato| I| PREMISE| ALTERNATIVE| ATTACK| -1
a| I| PREMISE| ALTERNATIVE| ATTACK| -1
10| I| PREMISE| ALTERNATIVE| ATTACK| -1
años| I| PREMISE| ALTERNATIVE| ATTACK| -1
!| O| NA| NA| NA| 0
ni| O| NA| NA| NA| 0
mal| O| NA| NA| NA| 0
ni| O| NA| NA| NA| 0
menos| O| NA| NA| NA| 0
!| O| NA| NA| NA| 0
Con| O| NA| NA| NA| 0
ello| O| NA| NA| NA| 0
ha| B| PREMISE| RESULT| SUPPORT| -1
hipotecado| I| PREMISE| RESULT| SUPPORT| -1
la| I| PREMISE| RESULT| SUPPORT| -1
limpieza| I| PREMISE| RESULT| SUPPORT| -1
de| I| PREMISE| RESULT| SUPPORT| -1
nuestra| I| PREMISE| RESULT| SUPPORT| -1
ciudad| I| PREMISE| RESULT| SUPPORT| -1
!| O| NA| NA| NA| 0
Ese| O| NA| NA| NA| 0
anterior| O| NA| NA| NA| 0
gobierno| O| NA| NA| NA| 0
debería| O| NA| NA| NA| 0
pedir| O| NA| NA| NA| 0
disculpas| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
todos| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
todas| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
madrileñas| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Demos| B| PREMISE| RESULT| SUPPORT| -4
tiempo| I| PREMISE| RESULT| SUPPORT| -4
al| I| PREMISE| RESULT| SUPPORT| -4
nuevo| I| PREMISE| RESULT| SUPPORT| -4
gobierno| I| PREMISE| RESULT| SUPPORT| -4
para| I| PREMISE| RESULT| SUPPORT| -4
que| I| PREMISE| RESULT| SUPPORT| -4
puedan| I| PREMISE| RESULT| SUPPORT| -4
estudiar| I| PREMISE| RESULT| SUPPORT| -4
,| I| PREMISE| RESULT| SUPPORT| -4
dialogar| I| PREMISE| RESULT| SUPPORT| -4
y| I| PREMISE| RESULT| SUPPORT| -4
legar| I| PREMISE| RESULT| SUPPORT| -4
a| I| PREMISE| RESULT| SUPPORT| -4
las| I| PREMISE| RESULT| SUPPORT| -4
mejores| I| PREMISE| RESULT| SUPPORT| -4
soluciones| I| PREMISE| RESULT| SUPPORT| -4
para| I| PREMISE| RESULT| SUPPORT| -4
que| I| PREMISE| RESULT| SUPPORT| -4
Madrid| I| PREMISE| RESULT| SUPPORT| -4
brille| I| PREMISE| RESULT| SUPPORT| -4
!| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Me| O| NA| NA| NA| 0
da| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
esto| O| NA| NA| NA| 0
está| O| NA| NA| NA| 0
ocurriendo| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
muchos| O| NA| NA| NA| 0
sitios| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
solo| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
Villa| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
Vallecas| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Carabanchel| B| CLAIM| NA| NA| 0
tiene| I| CLAIM| NA| NA| 0
muchas| I| CLAIM| NA| NA| 0
calles| I| CLAIM| NA| NA| 0
llenas| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
mierda| I| CLAIM| NA| NA| 0
hay| B| PREMISE| RESTATEMENT| SUPPORT| -1
que| I| PREMISE| RESTATEMENT| SUPPORT| -1
decirlo| I| PREMISE| RESTATEMENT| SUPPORT| -1
así| I| PREMISE| RESTATEMENT| SUPPORT| -1
colillas| I| PREMISE| RESTATEMENT| SUPPORT| -1
,| I| PREMISE| RESTATEMENT| SUPPORT| -1
papeles| I| PREMISE| RESTATEMENT| SUPPORT| -1
de| I| PREMISE| RESTATEMENT| SUPPORT| -1
reparto| I| PREMISE| RESTATEMENT| SUPPORT| -1
,| I| PREMISE| RESTATEMENT| SUPPORT| -1
plásticos| I| PREMISE| RESTATEMENT| SUPPORT| -1
,| I| PREMISE| RESTATEMENT| SUPPORT| -1
organicos| I| PREMISE| RESTATEMENT| SUPPORT| -1
.| O| NA| NA| NA| 0
Somos| B| CLAIM| NA| NA| 0
en| I| CLAIM| NA| NA| 0
general| I| CLAIM| NA| NA| 0
muy| I| CLAIM| NA| NA| 0
guarros| I| CLAIM| NA| NA| 0
,| O| NA| NA| NA| 0
parece| B| PREMISE| REASON| SUPPORT| -1
que| I| PREMISE| REASON| SUPPORT| -1
nos| I| PREMISE| REASON| SUPPORT| -1
gusta| I| PREMISE| REASON| SUPPORT| -1
vivir| I| PREMISE| REASON| SUPPORT| -1
así| I| PREMISE| REASON| SUPPORT| -1
.| O| NA| NA| NA| 0
Por| O| NA| NA| NA| 0
favor| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
hay| B| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
limpiar| I| CLAIM| NA| NA| 0
,| O| NA| NA| NA| 0
si| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
pero| O| NA| NA| NA| 0
también| B| PREMISE| OPPOSITION| ATTACK| -1
hay| I| PREMISE| OPPOSITION| ATTACK| -1
que| I| PREMISE| OPPOSITION| ATTACK| -1
concienciar| I| PREMISE| OPPOSITION| ATTACK| -1
.| O| NA| NA| NA| 0
Campañas| B| PREMISE| EXEMPLIFICATION| SUPPORT| -1
de| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
publicidad| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
como| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
las| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
de| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
la| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
DGT| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
para| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
accidentes| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
,| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
podrían| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
hacerse| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
para| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
Madrid| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
,| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
una| O| NA| NA| NA| 0
Ciudad| O| NA| NA| NA| 0
Zero| O| NA| NA| NA| 0
Basuras| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Tenemos| B| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
fomentar| I| CLAIM| NA| NA| 0
esta| I| CLAIM| NA| NA| 0
web| I| CLAIM| NA| NA| 0
en| I| CLAIM| NA| NA| 0
las| I| CLAIM| NA| NA| 0
redes| I| CLAIM| NA| NA| 0
sociales| I| CLAIM| NA| NA| 0
cada| I| CLAIM| NA| NA| 0
uno| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
nosotros| I| CLAIM| NA| NA| 0
para| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
las| B| PREMISE| GOAL| SUPPORT| -1
propuestas| I| PREMISE| GOAL| SUPPORT| -1
puedan| I| PREMISE| GOAL| SUPPORT| -1
alcanzar| I| PREMISE| GOAL| SUPPORT| -1
el| I| PREMISE| GOAL| SUPPORT| -1
número| I| PREMISE| GOAL| SUPPORT| -1
de| I| PREMISE| GOAL| SUPPORT| -1
votos| I| PREMISE| GOAL| SUPPORT| -1
necesario| I| PREMISE| GOAL| SUPPORT| -1
.| O| NA| NA| NA| 0
A| B| PREMISE| REASON| SUPPORT| -2
día| I| PREMISE| REASON| SUPPORT| -2
de| I| PREMISE| REASON| SUPPORT| -2
hoy| I| PREMISE| REASON| SUPPORT| -2
la| I| PREMISE| REASON| SUPPORT| -2
propuesta| I| PREMISE| REASON| SUPPORT| -2
más| I| PREMISE| REASON| SUPPORT| -2
votada| I| PREMISE| REASON| SUPPORT| -2
tiene| I| PREMISE| REASON| SUPPORT| -2
2700| I| PREMISE| REASON| SUPPORT| -2
votos| I| PREMISE| REASON| SUPPORT| -2
,| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
lo| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
el| B| PREMISE| REASON| SUPPORT| -3
total| I| PREMISE| REASON| SUPPORT| -3
de| I| PREMISE| REASON| SUPPORT| -3
visitantes| I| PREMISE| REASON| SUPPORT| -3
únicos| I| PREMISE| REASON| SUPPORT| -3
desde| I| PREMISE| REASON| SUPPORT| -3
que| I| PREMISE| REASON| SUPPORT| -3
se| I| PREMISE| REASON| SUPPORT| -3
abrió| I| PREMISE| REASON| SUPPORT| -3
el| I| PREMISE| REASON| SUPPORT| -3
día| I| PREMISE| REASON| SUPPORT| -3
15092015| I| PREMISE| REASON| SUPPORT| -3
no| I| PREMISE| REASON| SUPPORT| -3
creo| I| PREMISE| REASON| SUPPORT| -3
que| I| PREMISE| REASON| SUPPORT| -3
llegue| I| PREMISE| REASON| SUPPORT| -3
a| I| PREMISE| REASON| SUPPORT| -3
7000| I| PREMISE| REASON| SUPPORT| -3
Hay| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
multiplicar| B| PREMISE| GOAL| SUPPORT| -4
esta| I| PREMISE| GOAL| SUPPORT| -4
cifra| I| PREMISE| GOAL| SUPPORT| -4
fomentando| I| PREMISE| GOAL| SUPPORT| -4
cada| I| PREMISE| GOAL| SUPPORT| -4
uno| I| PREMISE| GOAL| SUPPORT| -4
de| I| PREMISE| GOAL| SUPPORT| -4
nosotros| I| PREMISE| GOAL| SUPPORT| -4
la| I| PREMISE| GOAL| SUPPORT| -4
web| I| PREMISE| GOAL| SUPPORT| -4
en| I| PREMISE| GOAL| SUPPORT| -4
redes| I| PREMISE| GOAL| SUPPORT| -4
sociales| I| PREMISE| GOAL| SUPPORT| -4
para| I| PREMISE| GOAL| SUPPORT| -4
alcanzar| I| PREMISE| GOAL| SUPPORT| -4
el| I| PREMISE| GOAL| SUPPORT| -4
objetivo| I| PREMISE| GOAL| SUPPORT| -4
.| O| NA| NA| NA| 0
Gracias| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
saludos| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Carmena| O| NA| NA| NA| 0
Dimisión| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Una| O| NA| NA| NA| 0
propuesta| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
seguir| O| NA| NA| NA| 0
:| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Algo| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
tiene| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
ver| O| NA| NA| NA| 0
con| O| NA| NA| NA| 0
esto| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
control| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
Puntos| O| NA| NA| NA| 0
Limpios| O| NA| NA| NA| 0
:| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Propongo| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
salgas| O| NA| NA| NA| 0
con| O| NA| NA| NA| 0
una| O| NA| NA| NA| 0
escoba| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
empueces| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
limpiar| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
detrás| O| NA| NA| NA| 0
iré| O| NA| NA| NA| 0
yo| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
te| O| NA| NA| NA| 0
lo| O| NA| NA| NA| 0
prometo| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Mientras| O| NA| NA| NA| 0
tanto| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
más| B| CLAIM| NA| NA| 0
paciencia| I| CLAIM| NA| NA| 0
,| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
así| B| PREMISE| REASON| SUPPORT| -1
llevamos| I| PREMISE| REASON| SUPPORT| -1
unos| I| PREMISE| REASON| SUPPORT| -1
años| I| PREMISE| REASON| SUPPORT| -1
y| I| PREMISE| REASON| SUPPORT| -1
pocos| I| PREMISE| REASON| SUPPORT| -1
se| I| PREMISE| REASON| SUPPORT| -1
quejaban| I| PREMISE| REASON| SUPPORT| -1
de| I| PREMISE| REASON| SUPPORT| -1
la| I| PREMISE| REASON| SUPPORT| -1
situación| I| PREMISE| REASON| SUPPORT| -1
.| O| NA| NA| NA| 0
A| B| PREMISE| REASON| SUPPORT| -2
ver| I| PREMISE| REASON| SUPPORT| -2
si| I| PREMISE| REASON| SUPPORT| -2
ahora| I| PREMISE| REASON| SUPPORT| -2
vamos| I| PREMISE| REASON| SUPPORT| -2
a| I| PREMISE| REASON| SUPPORT| -2
exigir| I| PREMISE| REASON| SUPPORT| -2
al| I| PREMISE| REASON| SUPPORT| -2
un| I| PREMISE| REASON| SUPPORT| -2
nuevo| I| PREMISE| REASON| SUPPORT| -2
gobierno| I| PREMISE| REASON| SUPPORT| -2
lo| I| PREMISE| REASON| SUPPORT| -2
que| I| PREMISE| REASON| SUPPORT| -2
no| I| PREMISE| REASON| SUPPORT| -2
le| I| PREMISE| REASON| SUPPORT| -2
exigimos| I| PREMISE| REASON| SUPPORT| -2
al| I| PREMISE| REASON| SUPPORT| -2
que| I| PREMISE| REASON| SUPPORT| -2
estuvo| I| PREMISE| REASON| SUPPORT| -2
20| I| PREMISE| REASON| SUPPORT| -2
años| I| PREMISE| REASON| SUPPORT| -2
en| I| PREMISE| REASON| SUPPORT| -2
el| I| PREMISE| REASON| SUPPORT| -2
Consistorio| I| PREMISE| REASON| SUPPORT| -2
.| O| NA| NA| NA| 0

Votado| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
totalmente| B| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
acuerdo| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0
También| B| PREMISE| OPPOSITION| ATTACK| -1
influye| I| PREMISE| OPPOSITION| ATTACK| -1
que| I| PREMISE| OPPOSITION| ATTACK| -1
a| I| PREMISE| OPPOSITION| ATTACK| -1
la| I| PREMISE| OPPOSITION| ATTACK| -1
vez| I| PREMISE| OPPOSITION| ATTACK| -1
que| I| PREMISE| OPPOSITION| ATTACK| -1
se| I| PREMISE| OPPOSITION| ATTACK| -1
han| I| PREMISE| OPPOSITION| ATTACK| -1
hecho| I| PREMISE| OPPOSITION| ATTACK| -1
recortes| I| PREMISE| OPPOSITION| ATTACK| -1
,| I| PREMISE| OPPOSITION| ATTACK| -1
hay| I| PREMISE| OPPOSITION| ATTACK| -1
mucha| I| PREMISE| OPPOSITION| ATTACK| -1
gente| I| PREMISE| OPPOSITION| ATTACK| -1
incívica| I| PREMISE| OPPOSITION| ATTACK| -1
que| I| PREMISE| OPPOSITION| ATTACK| -1
ensucia| I| PREMISE| OPPOSITION| ATTACK| -1
porque| I| PREMISE| OPPOSITION| ATTACK| -1
sí| I| PREMISE| OPPOSITION| ATTACK| -1
.| O| NA| NA| NA| 0
Por| O| NA| NA| NA| 0
favor| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
votad| O| NA| NA| NA| 0
:| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

En| B| CLAIM| NA| NA| 0
el| I| CLAIM| NA| NA| 0
Barrio| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
San| I| CLAIM| NA| NA| 0
Pascual| I| CLAIM| NA| NA| 0
-| I| CLAIM| NA| NA| 0
Concepción| I| CLAIM| NA| NA| 0
las| I| CLAIM| NA| NA| 0
calles| I| CLAIM| NA| NA| 0
siguen| I| CLAIM| NA| NA| 0
estando| I| CLAIM| NA| NA| 0
muy| I| CLAIM| NA| NA| 0
sucias| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0
Ya| B| PREMISE| ADDITION| SUPPORT| -1
se| I| PREMISE| ADDITION| SUPPORT| -1
lo| I| PREMISE| ADDITION| SUPPORT| -1
hicimos| I| PREMISE| ADDITION| SUPPORT| -1
notar| I| PREMISE| ADDITION| SUPPORT| -1
personalmente| I| PREMISE| ADDITION| SUPPORT| -1
a| I| PREMISE| ADDITION| SUPPORT| -1
la| I| PREMISE| ADDITION| SUPPORT| -1
Sra.| I| PREMISE| ADDITION| SUPPORT| -1
Carmena| I| PREMISE| ADDITION| SUPPORT| -1
y| I| PREMISE| ADDITION| SUPPORT| -1
a| I| PREMISE| ADDITION| SUPPORT| -1
la| I| PREMISE| ADDITION| SUPPORT| -1
Sra.| I| PREMISE| ADDITION| SUPPORT| -1
Sabanés| I| PREMISE| ADDITION| SUPPORT| -1
en| I| PREMISE| ADDITION| SUPPORT| -1
una| I| PREMISE| ADDITION| SUPPORT| -1
